Index,OriginalLabel,FaultDetected,ValidPatch,ProposedPatch
2,,0,0,[Skipped: Initial Transition]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],0,0,
2,,0,0,[Skipped: Initial Transition]
2,,0,0,[Skipped: Initial Transition]
8,[TEMPERATURE > REF + 2],1,1,[TEMPERATURE > REF + 1]
8,[TEMPERATURE > REF + 2],1,1,[TEMPERATURE > REF]
8,[TEMPERATURE > REF + 2],1,1,[TEMPERATURE > REF + 1]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE < REF]
7,[TEMPERATURE <= REF],1,1,[TEMPERATURE > REF]
