Index,OriginalLabel,FaultDetected,ValidPatch,ProposedPatch
9,CHARGE_CAPACITOR;entry:;% DISCONNECT VENT PACING;VENT_PACE_CTRL = 0;;% DISCONNECT C21 FROM GND (allow charge to buildup);VENT_GND_CTRL = 1;;% CHARGING C22;PACE_CHARGE_CTRL = 1;;% DISABLE PULSING INDICATOR;BLUE_LED = 0;,0,0,
2,MODE_ROUTER;entry: % Reset these pins when swithching between states; FRONTEND_CTRL = 1;; ATR_PACE_CTRL = 0;; ATR_GND_CTRL = 0;; VENT_GND_CTRL = 0;; VENT_PACE_CTRL = 0;; Z_ATR_CTRL = 0;; Z_VENT_CTRL = 0;; GREEN_LED = 0;; RED_LED = 0;; BLUE_LED = 0;,0,0,
13,PACE_VENT;entry:;% STOP CHARGING C22;PACE_CHARGE_CTRL = 0;;% DISCHARGE C22 THROUGH VENT;VENT_PACE_CTRL = 1;;VENT_GND_CTRL = 0;;% PULSING INDICATOR;BLUE_LED = 1;,0,0,
8,PACE_VENT;entry:;% STOP CHARGING C22;PACE_CHARGE_CTRL = 0;;% DISCHARGE C22 THROUGH VENT;VENT_GND_CTRL = 0;;VENT_PACE_CTRL = 1;;% PULSING INDICATOR;BLUE_LED = 1;,0,0,
9,CHARGE_CAPACITOR;entry:;% DISCONNECT VENT PACING;VENT_PACE_CTRL = 0;;% DISCONNECT C21 FROM GND (allow charge to buildup);VENT_GND_CTRL = 1;;% CHARGING C22;PACE_CHARGE_CTRL = 1;;% DISABLE PULSING INDICATOR;BLUE_LED = 0;,0,0,
6,PACE_ATR;entry:;% STOP CHARGING C22;PACE_CHARGE_CTRL = 0;;% DISCHARGE C22 THROUGH ATR;ATR_GND_CTRL = 0;;ATR_PACE_CTRL = 1;;% PULSING INDICATOR;BLUE_LED = 1;;PACE_COUNT = PACE_COUNT + 1;,0,0,
14,CHARGE_CAPACITOR;entry:;% CHARGING C22;PACE_CHARGE_CTRL = 1;;% DISCONNECT VENT PACING;VENT_PACE_CTRL = 0;;% DISCONNECT FROM GND;VENT_GND_CTRL = 1;,0,0,
10,PACE_ATR;entry:;% STOP CHARGING C22;PACE_CHARGE_CTRL = 0;;% DISCHARGE C22 THROUGH ATR;ATR_PACE_CTRL = 1;;ATR_GND_CTRL = 0;;% PULSING INDICATOR;BLUE_LED = 1;,0,0,
11,C22_CHARGE;entry:;% DISCONNECT VENT PACING;ATR_PACE_CTRL = 0;;% DISCONNECT C21 FROM GND (allow charge to buildup);ATR_GND_CTRL = 1;;% CHARGING C22;PACE_CHARGE_CTRL = 1;,0,0,
8,PACE_VENT;entry:;% STOP CHARGING C22;PACE_CHARGE_CTRL = 0;;% DISCHARGE C22 THROUGH VENT;VENT_GND_CTRL = 0;;VENT_PACE_CTRL = 1;;% PULSING INDICATOR;BLUE_LED = 1;,0,0,
2,MODE_ROUTER;entry: % Reset these pins when swithching between states; FRONTEND_CTRL = 1;; ATR_PACE_CTRL = 0;; ATR_GND_CTRL = 0;; VENT_GND_CTRL = 0;; VENT_PACE_CTRL = 0;; Z_ATR_CTRL = 0;; Z_VENT_CTRL = 0;; GREEN_LED = 0;; RED_LED = 0;; BLUE_LED = 0;,0,0,
6,PACE_ATR;entry:;% STOP CHARGING C22;PACE_CHARGE_CTRL = 0;;% DISCHARGE C22 THROUGH ATR;ATR_GND_CTRL = 0;;ATR_PACE_CTRL = 1;;% PULSING INDICATOR;BLUE_LED = 1;;PACE_COUNT = PACE_COUNT + 1;,0,0,
14,CHARGE_CAPACITOR;entry:;% CHARGING C22;PACE_CHARGE_CTRL = 1;;% DISCONNECT VENT PACING;VENT_PACE_CTRL = 0;;% DISCONNECT FROM GND;VENT_GND_CTRL = 1;,0,0,
2,MODE_ROUTER;entry: % Reset these pins when swithching between states; FRONTEND_CTRL = 1;; ATR_PACE_CTRL = 0;; ATR_GND_CTRL = 0;; VENT_GND_CTRL = 0;; VENT_PACE_CTRL = 0;; Z_ATR_CTRL = 0;; Z_VENT_CTRL = 0;; GREEN_LED = 0;; RED_LED = 0;; BLUE_LED = 0;,0,0,
