Index,OriginalLabel,FaultDetected,ValidPatch,ProposedPatch
12,[pisua==oraingoPisua],0,0,
10,after(10; sec){oraingoPisua = oraingoPisua + 1;;},1,1,after(10; sec)
1,{oraingoPisua=0;},0,0,[Skipped: Initial Transition]
3,[pisua~=oraingoPisua],1,1,[pisua==oraingoPisua]
2,after(3;sec),0,0,
1,{oraingoPisua=0;},0,0,[Skipped: Initial Transition]
8,,1,1,[pisua > oraingoPisua]
11,[pisua==oraingoPisua],0,0,
2,after(3;sec),1,1,after(5;sec)
8,,1,1,[pisua > oraingoPisua]
9,after(5; sec){oraingoPisua = oraingoPisua - 1;},1,1,after(5; sec)
7,,1,1,[pisua > 0]
3,[pisua~=oraingoPisua],1,1,[pisua==oraingoPisua]
10,after(10; sec){oraingoPisua = oraingoPisua + 1;;},1,1,after(10; sec)
9,after(5; sec){oraingoPisua = oraingoPisua - 1;},1,1,after(5; sec)
11,[pisua==oraingoPisua],0,0,
9,after(5; sec){oraingoPisua = oraingoPisua - 1;},1,1,[pisua == true]
