Index,OriginalLabel,FaultDetected,ValidPatch,ProposedPatch
5,[doorOpen == true],0,0,
10,[after(10;sec)],0,0,
1,,0,0,[Skipped: Initial Transition]
4,,0,0,[Skipped: Initial Transition]
9,[person_in_1 ==true || person_in_2 == true],0,0,
10,[after(10;sec)],0,0,
6,[person_in_1==true || person_in_2==true ],0,0,
9,[person_in_1 ==true || person_in_2 == true],0,0,
4,,0,0,[Skipped: Initial Transition]
5,[doorOpen == true],0,0,
5,[doorOpen == true],0,0,
1,,0,0,[Skipped: Initial Transition]
5,[doorOpen == true],0,0,
10,[after(10;sec)],0,0,
9,[person_in_1 ==true || person_in_2 == true],0,0,
4,,0,0,[Skipped: Initial Transition]
10,[after(10;sec)],0,0,
6,[person_in_1==true || person_in_2==true ],0,0,
9,[person_in_1 ==true || person_in_2 == true],0,0,
9,[person_in_1 ==true || person_in_2 == true],0,0,
1,,0,0,[Skipped: Initial Transition]
4,,0,0,[Skipped: Initial Transition]
9,[person_in_1 ==true || person_in_2 == true],0,0,
1,,0,0,[Skipped: Initial Transition]
6,[person_in_1==true || person_in_2==true ],0,0,
5,[doorOpen == true],0,0,
10,[after(10;sec)],0,0,
10,[after(10;sec)],0,0,
6,[person_in_1==true || person_in_2==true ],0,0,
5,[doorOpen == true],0,0,
1,,0,0,[Skipped: Initial Transition]
4,,0,0,[Skipped: Initial Transition]
10,[after(10;sec)],0,0,
6,[person_in_1==true || person_in_2==true ],0,0,
4,,0,0,[Skipped: Initial Transition]
9,[person_in_1 ==true || person_in_2 == true],0,0,
10,[after(10;sec)],0,0,
10,[after(10;sec)],0,0,
4,,0,0,[Skipped: Initial Transition]
10,[after(10;sec)],0,0,
10,[after(10;sec)],0,0,
