Index,OriginalLabel,FaultDetected,ValidPatch,ProposedPatch
1,,0,0,[Skipped: Initial Transition]
5,[doorOpen == true],1,1,[doorOpen == false]
5,[doorOpen == true],1,1,[doorOpen == false]
5,[doorOpen == true],1,1,[doorOpen == false]
10,[after(10;sec)],0,0,
1,,0,0,[Skipped: Initial Transition]
5,[doorOpen == true],1,1,[doorOpen == false]
1,,0,0,[Skipped: Initial Transition]
10,[after(10;sec)],0,0,
4,,0,0,[Skipped: Initial Transition]
4,,0,0,[Skipped: Initial Transition]
4,,0,0,[Skipped: Initial Transition]
9,[person_in_1 ==true || person_in_2 == true],1,1,[person_in_1 == true || person_in_2 == true]
